Object,Category,Mesh volume,Surface area,Diameter,Compactness,Rectangularity,Convexity,Eccentricity,Sphericity,extents_0,extents_1,extents_2,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19
m263_rm.obj,Humanoid,0.054418767347929664,0.9613024986636971,1.1772766014271965,2.6523476007861095,0.4023573776315763,0.035954504388941176,0.21190066421236353,0.37702448943857036,1.0,0.50650852,0.35976286,0.0,0.011044,0.065004,0.094396,0.10626,0.093324,0.106544,0.086992,0.079488,0.066376,0.061044,0.032212,0.038708,0.035852,0.034928,0.035308,0.019632,0.025476,0.007412,0.0,0.017776,0.056732,0.092476,0.114344,0.1169,0.109068,0.098832,0.079576,0.064232,0.052492,0.044844,0.038744,0.032492,0.026104,0.019832,0.014148,0.009632,0.006092,0.003984,0.0017,0.084072,0.132792,0.12184,0.094428,0.069976,0.05748,0.048148,0.043812,0.039384,0.03612,0.03492,0.033268,0.033064,0.033792,0.033888,0.032584,0.028888,0.022084,0.01448,0.00498,0.010896,0.077588,0.175708,0.227772,0.202648,0.147368,0.090112,0.042748,0.016876,0.0061,0.001692,0.000428,5.6e-05,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.036856,0.188184,0.303932,0.265024,0.135512,0.050044,0.015924,0.003912,0.000604,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m266_rm.obj,Humanoid,0.09779378310589948,1.4601282263248732,1.3755397698881278,2.8780485935485,0.4002999666515122,0.08235224769721519,0.46070478571614126,0.34745764968723014,1.0,0.88761685,0.32287147000000005,0.007448,0.024956,0.04604,0.067092,0.060356,0.069616,0.06044,0.075172,0.074696,0.084576,0.102896,0.073348,0.047696,0.043524,0.041064,0.028792,0.020076,0.023372,0.02446,0.02438,0.014656,0.04648,0.062384,0.075424,0.08716,0.090748,0.093296,0.08726,0.080668,0.070256,0.063136,0.056172,0.048316,0.042684,0.03358,0.0201,0.01246,0.008148,0.004196,0.002876,0.067952,0.100332,0.10412,0.098596,0.087172,0.079376,0.067768,0.057484,0.048824,0.042272,0.039864,0.03734,0.035892,0.03318,0.02932,0.024724,0.019528,0.013916,0.0092,0.00314,0.006992,0.048944,0.114872,0.157988,0.162912,0.14886,0.121056,0.088388,0.059176,0.036492,0.022532,0.014368,0.008788,0.005172,0.002632,0.000696,0.000128,4e-06,0.0,0.0,0.021676,0.11554,0.20582,0.222368,0.178408,0.121588,0.07122,0.03672,0.017472,0.006896,0.002048,0.000232,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m264_rm.obj,Humanoid,0.04442362526410045,0.8178074705111107,1.1110518713238489,2.4506023907505146,0.46292489752038096,0.24949123900198122,0.1757736516273108,0.40806293333197263,1.0,0.34336256,0.34137723,0.0,0.014932,0.079988,0.065312,0.08018,0.122684,0.119124,0.099892,0.10128,0.067912,0.049384,0.034208,0.036568,0.032388,0.0339,0.015328,0.015624,0.021072,0.010224,0.0,0.018576,0.060868,0.10052,0.125424,0.124368,0.108316,0.090132,0.074476,0.062488,0.051984,0.046436,0.037172,0.029236,0.023496,0.019072,0.013044,0.006664,0.003744,0.0027,0.001284,0.084896,0.137964,0.119848,0.091704,0.070556,0.0556,0.048224,0.043404,0.039192,0.036512,0.035416,0.033728,0.033632,0.032904,0.03364,0.0322,0.028648,0.022748,0.0144,0.004784,0.01162,0.083732,0.186652,0.239876,0.210012,0.143472,0.079828,0.032976,0.010012,0.00168,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040524,0.206172,0.327504,0.267964,0.117064,0.033116,0.0067,0.000912,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00291_rm.obj,Insect,0.038849278154891226,0.8928306114174808,1.1519465190927423,4.169547589161492,0.39317413689635855,0.2706832593657583,0.2364444747572124,0.23983417352027464,1.0,0.5413814299999999,0.18408403,0.0,0.01676,0.068108,0.1308,0.12298,0.112972,0.085664,0.076396,0.0736,0.06946,0.058028,0.047288,0.04282,0.045528,0.023852,0.010548,0.009304,0.005068,0.000824,0.0,0.020744,0.07298,0.12136,0.129704,0.12116,0.104516,0.090404,0.075716,0.063116,0.052988,0.044428,0.033544,0.025416,0.017836,0.0125,0.007552,0.00396,0.001492,0.000548,3.6e-05,0.08912,0.144116,0.119332,0.08998,0.068432,0.05492,0.045312,0.040744,0.03636,0.034992,0.033304,0.032852,0.03216,0.033128,0.03298,0.032744,0.031276,0.0277,0.016568,0.00398,0.016408,0.106092,0.218204,0.263392,0.213448,0.113932,0.047248,0.015868,0.00434,0.00094,0.000124,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055012,0.255876,0.37356,0.250356,0.056112,0.008096,0.00088,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00102_rm.obj,Insect,0.13798319672578965,1.6659167178998178,1.4150549098351213,2.1471138900050413,0.38426044303807316,0.013879105754556965,0.728128838649637,0.4657414795996928,0.78013973,1.0,0.6275049,0.0,0.0,0.0027,0.0245,0.070704,0.137716,0.132688,0.146396,0.084116,0.068752,0.070852,0.064512,0.064224,0.043668,0.028872,0.023656,0.0154,0.00846,0.009244,0.00354,0.017012,0.050064,0.074924,0.08464,0.086272,0.09294,0.093404,0.0915,0.09052,0.084584,0.075216,0.056712,0.040992,0.028408,0.017352,0.009348,0.004476,0.00138,0.000236,2e-05,0.0623,0.094904,0.096768,0.094392,0.092652,0.082908,0.067236,0.056256,0.053152,0.055952,0.05466,0.047064,0.03768,0.028992,0.021796,0.016932,0.01312,0.0106,0.008184,0.004452,0.01444,0.067104,0.118984,0.149456,0.15626,0.147872,0.12506,0.095396,0.064248,0.036312,0.016976,0.00606,0.00154,0.000268,2e-05,4e-06,0.0,0.0,0.0,0.0,0.053988,0.1494,0.185468,0.18174,0.156652,0.123812,0.082532,0.042516,0.017472,0.005104,0.001172,0.000124,1.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0
D00294_rm.obj,Insect,0.10621687072213155,1.6988084426911318,1.3708517807976295,3.8423228514727237,0.40547382871820004,0.06043813723616157,0.47883586813879836,0.26025923345215773,1.0,0.88260472,0.31661256,0.0,0.015388,0.045952,0.043972,0.060904,0.066384,0.073416,0.088984,0.09178,0.088868,0.079536,0.091772,0.076344,0.061156,0.047144,0.020492,0.0152,0.012992,0.012028,0.007688,0.00808,0.026136,0.066772,0.081868,0.091948,0.100128,0.098724,0.098596,0.090428,0.0793,0.067172,0.054796,0.042,0.030928,0.022892,0.01654,0.012012,0.007264,0.003652,0.000764,0.05474,0.111236,0.110492,0.097184,0.086404,0.075124,0.066008,0.057968,0.052212,0.046252,0.041032,0.035768,0.033056,0.0306,0.0274,0.024344,0.02018,0.015316,0.010036,0.004648,0.006648,0.037232,0.08848,0.153512,0.194728,0.172332,0.131072,0.092076,0.058628,0.03414,0.0175,0.008596,0.003704,0.001084,0.000232,3.2e-05,4e-06,0.0,0.0,0.0,0.032744,0.134828,0.1942,0.23936,0.219112,0.129136,0.043132,0.007192,0.000284,8e-06,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00315_rm.obj,Insect,0.07842462555715041,1.1372125082329863,1.20482572377876,2.114304832871471,0.44135936262025555,0.38051592316538857,0.29131870198484533,0.4729686961183757,1.0,0.58603223,0.32889398000000003,0.0,0.0103,0.036084,0.0755,0.080328,0.100428,0.074076,0.071236,0.080496,0.085212,0.083992,0.076092,0.062688,0.061752,0.04508,0.0329,0.02136,0.002476,0.0,0.0,0.011992,0.039316,0.074932,0.1121,0.1183,0.109912,0.093548,0.078872,0.069408,0.061336,0.051428,0.046324,0.038888,0.031196,0.024868,0.018004,0.011332,0.0061,0.0019,0.000244,0.065028,0.124076,0.120856,0.09788,0.076664,0.064488,0.054852,0.048256,0.044064,0.041392,0.039348,0.037308,0.036356,0.034828,0.032492,0.02794,0.023292,0.017308,0.010176,0.003396,0.00666,0.048108,0.122984,0.187556,0.210448,0.190404,0.137012,0.068964,0.022548,0.00452,0.00078,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023872,0.128172,0.240444,0.273256,0.2097,0.099056,0.022384,0.002836,0.00026,1.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00309_rm.obj,Insect,0.20426130154739205,2.062848284131211,1.4641955048628787,1.860275649470914,0.5020938023507707,0.07303061785473923,0.5465056633746871,0.5375547437200571,1.0,0.95291294,0.48561858,0.0,0.00204,0.020828,0.059884,0.053268,0.083472,0.085268,0.081472,0.07644,0.085264,0.103008,0.089672,0.098176,0.057596,0.038312,0.024596,0.01952,0.009596,0.008532,0.003056,0.009556,0.030276,0.055116,0.08346,0.092792,0.096336,0.094604,0.092224,0.087276,0.081012,0.072224,0.060384,0.048656,0.039256,0.029116,0.017344,0.007128,0.002308,0.000684,0.000248,0.050476,0.093576,0.103472,0.099676,0.092016,0.081392,0.073484,0.06542,0.057344,0.05142,0.044604,0.038968,0.034096,0.029592,0.025328,0.020936,0.016524,0.011924,0.007324,0.002428,0.00518,0.034916,0.086068,0.139912,0.174348,0.17516,0.1419,0.097284,0.063648,0.038916,0.0229,0.012056,0.00506,0.001996,0.000568,8.8e-05,0.0,0.0,0.0,0.0,0.019104,0.088772,0.176032,0.22186,0.205984,0.141768,0.079984,0.038892,0.01702,0.007044,0.002616,0.000796,0.000116,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0
D00117_rm.obj,Insect,0.17964717093682792,1.9356209686487418,1.387393524382245,1.9868625154534485,0.5040694434715371,0.12283174232736137,0.5179281369409848,0.5033060879764882,1.0,0.80830457,0.52106095,0.00218,0.006004,0.026976,0.113264,0.14002,0.12282,0.09778,0.084972,0.098228,0.08324,0.054968,0.061304,0.03212,0.023112,0.0197,0.011764,0.005264,0.00632,0.005108,0.004856,0.012072,0.040424,0.07454,0.112072,0.141528,0.137216,0.11832,0.095412,0.077936,0.060856,0.045404,0.030932,0.021828,0.014936,0.008724,0.004148,0.002032,0.000984,0.00048,0.000156,0.041432,0.0844,0.105028,0.107708,0.098944,0.086768,0.075368,0.065364,0.058156,0.051532,0.04526,0.04024,0.033524,0.028288,0.023784,0.019924,0.015356,0.010592,0.006096,0.002236,0.007668,0.053188,0.129432,0.202352,0.218392,0.171796,0.1067,0.058988,0.029188,0.013844,0.005776,0.001984,0.000556,0.000108,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.024772,0.127132,0.232004,0.256352,0.194784,0.102648,0.041744,0.014564,0.004436,0.001212,0.000272,7.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m249_rm.obj,Humanoid,0.0788144606079789,1.1713100025220695,1.2808504669869052,2.287448721977671,0.44590311636986807,0.153994335070177,0.3053618493865669,0.4371682697811145,1.0,0.7397047999999999,0.30563823,0.0,0.001104,0.047216,0.119264,0.08052,0.064656,0.0629,0.070136,0.098136,0.095276,0.054488,0.061356,0.052924,0.052032,0.041768,0.031092,0.015628,0.02832,0.023184,0.0,0.012564,0.042032,0.074676,0.095576,0.109556,0.101156,0.099536,0.088316,0.07882,0.062508,0.050732,0.042504,0.037656,0.0319,0.025184,0.016904,0.011232,0.008832,0.007304,0.003012,0.071292,0.126672,0.111428,0.09176,0.077544,0.066764,0.057904,0.051356,0.045456,0.040756,0.038704,0.035008,0.033144,0.03148,0.030356,0.028832,0.026116,0.019804,0.011916,0.003708,0.0066,0.047736,0.122736,0.186488,0.212496,0.175744,0.117144,0.067224,0.033892,0.017284,0.00864,0.003308,0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023648,0.129084,0.244012,0.275684,0.19856,0.093184,0.028996,0.00612,0.000704,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00136_rm.obj,Insect,0.13082514265195677,1.5840809890601406,1.2870062271626521,2.0535124412704335,0.48900694719802595,0.07723215339605774,0.36828531353590094,0.4869705096022386,1.0,0.71362134,0.38357478,0.0,0.0,0.0,0.030812,0.111484,0.122648,0.104072,0.116424,0.070976,0.089708,0.074104,0.046456,0.07132,0.018456,0.02426,0.01946,0.020276,0.016352,0.014288,0.048904,0.009184,0.029732,0.057152,0.082928,0.108672,0.114352,0.102232,0.08416,0.072,0.065544,0.057684,0.0496,0.044584,0.037364,0.027856,0.021596,0.015368,0.010316,0.00602,0.003656,0.050984,0.092384,0.10032,0.094648,0.091844,0.087564,0.078796,0.067676,0.058968,0.05254,0.044336,0.039096,0.033324,0.027576,0.023356,0.019176,0.0152,0.011488,0.00758,0.003144,0.005296,0.03398,0.088124,0.146112,0.181596,0.170552,0.132064,0.092104,0.061472,0.038252,0.02308,0.013712,0.00758,0.004136,0.001548,0.000364,2.8e-05,0.0,0.0,0.0,0.01736,0.08686,0.16998,0.215564,0.204836,0.14694,0.085084,0.043052,0.019512,0.007728,0.002448,0.000608,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m252_rm.obj,Humanoid,0.09664893967448518,1.4440422302983844,1.4305275172028702,2.850316726550171,0.6218399305993995,0.3266595613790897,0.4538407163989977,0.3508382035881085,0.9928268199999999,1.0,0.24638158,0.0,0.0,0.009148,0.098252,0.082592,0.057464,0.068064,0.070856,0.084448,0.10936,0.104816,0.060348,0.061388,0.051248,0.043032,0.033828,0.026628,0.036716,0.001812,0.0,0.010752,0.03412,0.062104,0.082892,0.09346,0.09472,0.09384,0.09678,0.087584,0.07668,0.064024,0.05214,0.043532,0.03636,0.027448,0.02204,0.010776,0.0064,0.003216,0.001132,0.05798,0.110944,0.10872,0.092764,0.081652,0.075964,0.069896,0.061544,0.053244,0.04594,0.041592,0.03664,0.032872,0.030264,0.027796,0.024464,0.020584,0.01518,0.009056,0.002904,0.004944,0.036976,0.095988,0.15684,0.190932,0.172548,0.1284,0.089396,0.053892,0.03136,0.0194,0.010748,0.005988,0.00228,0.000308,0.0,0.0,0.0,0.0,0.0,0.018164,0.09934,0.201564,0.252108,0.217708,0.132388,0.058216,0.01734,0.002972,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00399_rm.obj,Insect,0.06270140839949469,1.5316789118043879,1.3497969501695781,8.08157920122565,0.29172059035915204,0.03242542491569387,0.4800959521219074,0.12373819214050889,0.88631562,1.0,0.19077848,0.0075,0.120056,0.111444,0.111936,0.113808,0.102152,0.110968,0.096568,0.079816,0.057052,0.022692,0.015356,0.011348,0.00714,0.008856,0.004452,0.007948,0.003916,0.002548,0.004444,0.058872,0.143648,0.13032,0.123356,0.115388,0.103396,0.088912,0.07524,0.058204,0.043036,0.027332,0.013456,0.007308,0.004828,0.002908,0.002064,0.001024,0.000508,0.00016,4e-05,0.134628,0.140692,0.1016,0.0813,0.063764,0.05028,0.042592,0.037452,0.03378,0.0314,0.030176,0.029444,0.029876,0.030564,0.031276,0.0318,0.032548,0.030808,0.024464,0.011556,0.072544,0.273656,0.29752,0.148068,0.078776,0.05564,0.037324,0.021568,0.00934,0.00368,0.001056,0.00048,0.000264,6.4e-05,1.2e-05,4e-06,4e-06,0.0,0.0,0.0,0.200324,0.433708,0.228724,0.090224,0.0307,0.010584,0.004268,0.001248,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00510_rm.obj,Insect,0.1302535075755051,1.710093691844648,1.3903133871680833,2.606324503654014,0.45983663883247744,0.021407592747569364,0.5092666067554675,0.3836820774228306,1.0,0.89227571,0.36988562,0.003636,0.075052,0.107736,0.083456,0.074308,0.079788,0.071396,0.072644,0.065208,0.059368,0.064452,0.048048,0.039516,0.047524,0.039188,0.034668,0.021576,0.004808,0.003928,0.0037,0.022192,0.063144,0.096188,0.094624,0.096032,0.099324,0.102024,0.098192,0.08332,0.067612,0.055812,0.04156,0.030164,0.020244,0.013072,0.00752,0.00402,0.002684,0.001388,0.000884,0.06718,0.10982,0.107176,0.098528,0.08612,0.074116,0.062612,0.054024,0.047532,0.042584,0.03918,0.036828,0.035276,0.033372,0.02966,0.02528,0.02128,0.015796,0.010008,0.003628,0.0167,0.095188,0.165684,0.182604,0.168328,0.129264,0.094228,0.065808,0.041476,0.023376,0.010852,0.00444,0.001468,0.000492,8.8e-05,4e-06,0.0,0.0,0.0,0.0,0.042864,0.18992,0.266112,0.222964,0.144872,0.078124,0.034808,0.01378,0.005052,0.0013,0.000184,1.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00590_rm.obj,Insect,0.04828455787173872,1.3640950344048193,1.2086088273311282,9.626424133158825,0.48885923513319945,0.12487827968221873,0.3753990175306601,0.10388073350678961,1.0,0.65987145,0.15907535,0.0,0.046696,0.07848,0.096164,0.107996,0.103904,0.116568,0.101216,0.073696,0.04704,0.041308,0.040212,0.03182,0.033084,0.027632,0.021048,0.014748,0.01002,0.0048,0.003568,0.019608,0.056752,0.096796,0.114776,0.1194,0.11862,0.1098,0.094532,0.077224,0.058944,0.041768,0.03052,0.021032,0.014948,0.009924,0.006488,0.004356,0.002332,0.001216,0.000964,0.074908,0.115428,0.109212,0.09522,0.08202,0.070488,0.061292,0.054064,0.0469,0.042084,0.038076,0.03404,0.031184,0.027776,0.02628,0.025328,0.024064,0.02224,0.014684,0.004712,0.015864,0.102372,0.1854,0.207864,0.173752,0.129584,0.086432,0.051416,0.026544,0.012296,0.005068,0.002196,0.000888,0.000268,5.6e-05,0.0,0.0,0.0,0.0,0.0,0.05574,0.255576,0.33798,0.228048,0.09392,0.023968,0.004232,0.0005,3.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00180_rm.obj,Insect,0.13799796649172055,1.6660352850705693,1.4149174269895737,2.1471126880436695,0.38426041620805595,0.013772156544468365,0.728128790914383,0.46574174032344096,0.78180521,1.0,0.62511754,0.0,0.0,0.001676,0.023164,0.079484,0.128012,0.1409,0.148964,0.075616,0.07298,0.071584,0.064172,0.061484,0.05066,0.023072,0.019972,0.015896,0.010704,0.010328,0.001332,0.017208,0.050676,0.075928,0.084556,0.088932,0.091816,0.091864,0.091376,0.090484,0.084408,0.075488,0.05612,0.041008,0.02866,0.0167,0.009112,0.004116,0.00124,0.000304,4e-06,0.06248,0.0945,0.097148,0.09396,0.092544,0.082024,0.067292,0.056236,0.052804,0.056356,0.054164,0.046768,0.038072,0.02938,0.022296,0.017308,0.013052,0.010644,0.008592,0.00438,0.014412,0.067796,0.120804,0.150272,0.156892,0.14908,0.12468,0.094124,0.062848,0.035736,0.015532,0.00594,0.001564,0.000304,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.055304,0.152572,0.184472,0.182068,0.157848,0.124268,0.080528,0.04152,0.015956,0.004416,0.000908,0.000128,8e-06,4e-06,0.0,0.0,0.0,0.0,0.0,0.0
m255_rm.obj,Humanoid,0.05354140285119662,1.2131189887369618,1.4017774131385758,5.506534145384799,0.42222202655676755,0.26781437801012,0.38386702447920584,0.18160243332698334,1.0,0.96910217,0.16068883,0.0,0.01484,0.083224,0.065972,0.11232,0.0405,0.054048,0.059456,0.073856,0.091884,0.073736,0.075128,0.06676,0.066676,0.0273,0.023612,0.0188,0.02148,0.021896,0.008512,0.017736,0.058076,0.087552,0.09716,0.094952,0.08902,0.082328,0.077964,0.070852,0.064632,0.055636,0.046304,0.040952,0.03598,0.025268,0.021888,0.017844,0.009532,0.00494,0.001384,0.104784,0.147892,0.109064,0.080944,0.062464,0.053672,0.048364,0.043992,0.039344,0.03466,0.030648,0.031096,0.031628,0.032288,0.032056,0.032032,0.031604,0.02818,0.019244,0.006044,0.009716,0.07362,0.169404,0.219228,0.200148,0.134304,0.074388,0.046112,0.03044,0.019684,0.011544,0.006108,0.003176,0.001324,0.000504,0.000264,3.2e-05,4e-06,0.0,0.0,0.036568,0.19142,0.316712,0.264568,0.128108,0.048612,0.012424,0.00154,4.4e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m256_rm.obj,Humanoid,0.05469430647617326,0.9126946761525653,1.2319812556919347,2.247190750305106,0.3879728776233476,0.09112399814608475,0.3050962735973999,0.4450000516708374,1.0,0.5534057299999999,0.45991294,0.003688,0.026196,0.106728,0.092848,0.104484,0.172952,0.120536,0.10486,0.056216,0.038596,0.04714,0.040264,0.044256,0.006488,0.00514,0.00394,0.005544,0.004432,0.003688,0.012004,0.028044,0.093412,0.126144,0.127704,0.130308,0.112004,0.0878,0.073488,0.064956,0.0506,0.036456,0.026652,0.015096,0.010744,0.007256,0.004388,0.00264,0.001364,0.000768,0.000176,0.079072,0.128092,0.111136,0.091368,0.076604,0.064236,0.053464,0.04648,0.042048,0.039628,0.03948,0.038724,0.038244,0.034092,0.03042,0.027376,0.024956,0.018876,0.01202,0.003684,0.021624,0.138948,0.254872,0.242284,0.156848,0.08614,0.047312,0.02632,0.013452,0.007784,0.003532,0.000808,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065112,0.293648,0.350648,0.177984,0.061412,0.029284,0.014868,0.005316,0.001576,0.000148,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00662_rm.obj,Insect,0.14166602706871204,1.686374002909929,1.4093978923726544,2.1128948907821745,0.3941458163634519,0.0681477807926231,0.5815107549302002,0.47328430976981023,1.0,0.87322448,0.4731611,0.00232,0.014648,0.02822,0.060624,0.076096,0.07858,0.087504,0.10532,0.089396,0.07216,0.058396,0.061072,0.059608,0.054564,0.049664,0.033888,0.030156,0.021828,0.012888,0.003068,0.012776,0.038048,0.06588,0.074648,0.084808,0.09382,0.094152,0.089016,0.085848,0.084504,0.075132,0.062164,0.047672,0.0357,0.025964,0.017068,0.00826,0.003168,0.000964,0.000408,0.06216,0.091824,0.092564,0.097632,0.094832,0.085972,0.075004,0.063484,0.057584,0.051276,0.045196,0.037884,0.031524,0.026268,0.023668,0.020412,0.016984,0.013184,0.008824,0.003724,0.008196,0.047128,0.107432,0.150752,0.162404,0.145832,0.118308,0.09304,0.067184,0.045268,0.027268,0.014032,0.007316,0.003884,0.001516,0.000392,4.4e-05,4e-06,0.0,0.0,0.02798,0.111812,0.193604,0.210796,0.174296,0.120352,0.077536,0.04368,0.023008,0.011376,0.004416,0.001036,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00695_rm.obj,Insect,0.0709563290537688,1.343967371850789,1.2424911870333877,4.263158938278882,0.4187768723373405,0.06683046973269696,0.3420637980379134,0.23456784381670717,1.0,0.69421683,0.24869126,0.011936,0.09166,0.173676,0.157256,0.139384,0.12448,0.104868,0.06404,0.04518,0.036724,0.019088,0.010504,0.008112,0.00436,0.00276,0.001024,0.000656,0.001092,0.001024,0.002176,0.040868,0.14718,0.177308,0.16186,0.142548,0.117252,0.085764,0.056148,0.0332,0.017248,0.009036,0.004672,0.002788,0.001652,0.001192,0.000628,0.00038,0.0002,7.2e-05,4e-06,0.07044,0.119496,0.11352,0.09718,0.080868,0.0672,0.05796,0.050812,0.04492,0.040256,0.037948,0.035968,0.03444,0.032376,0.029708,0.02742,0.024156,0.01874,0.012456,0.004136,0.041892,0.2561,0.326456,0.199816,0.098436,0.048276,0.019668,0.006572,0.0019,0.000668,0.000172,2.4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12654,0.456336,0.305948,0.089588,0.017812,0.003192,0.000508,7.2e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00668_rm.obj,Insect,0.14078299255735896,1.6733406102695736,1.3592681959829425,2.0902599268819353,0.3419600000980494,0.1946252333562115,0.45489049983023927,0.478409401213423,1.0,0.7247159599999999,0.56779997,0.0,0.006744,0.031948,0.116296,0.190004,0.175108,0.120936,0.087192,0.082992,0.069076,0.06034,0.03292,0.013512,0.004332,0.001,0.000524,0.000748,0.001116,0.000724,0.004488,0.01562,0.057016,0.109928,0.15494,0.167932,0.141596,0.10852,0.081412,0.061456,0.042132,0.026508,0.015056,0.008644,0.004124,0.001904,0.001292,0.00086,0.000628,0.00032,0.000112,0.041344,0.08886,0.110344,0.107308,0.096588,0.083172,0.071752,0.063196,0.056044,0.049444,0.044856,0.04104,0.035748,0.03068,0.026308,0.02056,0.015232,0.010024,0.005528,0.001972,0.009984,0.077404,0.190148,0.270328,0.243692,0.13696,0.049352,0.014188,0.005192,0.001924,0.000616,0.000168,4e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.033296,0.178884,0.309524,0.295476,0.143088,0.0317,0.006216,0.00146,0.000304,4.8e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00732_rm.obj,Insect,0.14482973646524436,1.7271834444568384,1.4822272391465565,2.1719386074111666,0.309948609227249,0.04181506128401298,0.6060415163174045,0.460418170471193,0.89844906,1.0,0.62432914,0.002436,0.02474,0.040636,0.053648,0.08362,0.105596,0.096644,0.075172,0.063168,0.060348,0.04992,0.059492,0.054608,0.057312,0.04812,0.043084,0.037316,0.03008,0.012912,0.001148,0.016888,0.048132,0.075208,0.081952,0.081952,0.083032,0.083032,0.081772,0.082604,0.081648,0.076828,0.06394,0.048484,0.0339,0.023148,0.016612,0.011176,0.006176,0.002804,0.000712,0.072872,0.104064,0.101224,0.097528,0.0883,0.073344,0.062804,0.05476,0.049088,0.046212,0.04282,0.037604,0.0334,0.030576,0.027948,0.02594,0.021744,0.015672,0.01028,0.00382,0.011824,0.06206,0.125148,0.160376,0.160668,0.140236,0.11048,0.081688,0.05646,0.037924,0.024436,0.014108,0.008,0.004088,0.001796,0.000564,0.000128,1.6e-05,0.0,0.0,0.03866,0.13484,0.209296,0.208872,0.165404,0.111532,0.067336,0.03674,0.016816,0.006972,0.002628,0.000772,0.000116,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0
