filename,class,vertices,faces,face_type,bounding_box
m214.obj,Humanoid,1739,3420,triangles,"{'min_x': 0.025, 'max_x': 0.29314, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.225712}"
m215.obj,Humanoid,689,1320,triangles,"{'min_x': 0.025, 'max_x': 0.294287, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.187245}"
m216.obj,Humanoid,9272,17495,triangles,"{'min_x': 0.025, 'max_x': 0.384915, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.491858}"
m217.obj,Humanoid,955,1835,triangles,"{'min_x': 0.025, 'max_x': 0.326559, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.291927}"
m218.obj,Humanoid,947,1862,triangles,"{'min_x': 0.025, 'max_x': 0.750381, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.494502}"
m219.obj,Humanoid,178,608,triangles,"{'min_x': 0.025, 'max_x': 0.897757, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.185763}"
m220.obj,Humanoid,12911,25449,triangles,"{'min_x': 0.025, 'max_x': 0.929319, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.225058}"
m221.obj,Humanoid,10576,21105,triangles,"{'min_x': 0.025, 'max_x': 0.926982, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.211372}"
m222.obj,Humanoid,17639,34584,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.963345, 'min_z': 0.025, 'max_z': 0.223364}"
m223.obj,Humanoid,10473,20895,triangles,"{'min_x': 0.025, 'max_x': 0.930491, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.19251}"
m224.obj,Humanoid,9660,19219,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.954548, 'min_z': 0.025, 'max_z': 0.198281}"
m226.obj,Humanoid,6368,12712,triangles,"{'min_x': 0.025, 'max_x': 0.854559, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.263012}"
m227.obj,Humanoid,7015,15968,triangles,"{'min_x': 0.025, 'max_x': 0.891272, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.271889}"
m228.obj,Humanoid,15201,33262,triangles,"{'min_x': 0.025, 'max_x': 0.956645, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.377678}"
m229.obj,Humanoid,18153,35711,triangles,"{'min_x': 0.025, 'max_x': 0.931192, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.211418}"
m230.obj,Humanoid,14796,28681,triangles,"{'min_x': 0.025, 'max_x': 0.900784, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.215395}"
m231.obj,Humanoid,13022,24954,triangles,"{'min_x': 0.025, 'max_x': 0.90524, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.348658}"
m232.obj,Humanoid,429,854,triangles,"{'min_x': 0.025, 'max_x': 0.892351, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.292537}"
m233.obj,Humanoid,747,1430,triangles,"{'min_x': 0.025, 'max_x': 0.967279, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.207388}"
m234.obj,Humanoid,529,992,triangles,"{'min_x': 0.025, 'max_x': 0.843264, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.214802}"
m235.obj,Humanoid,408,812,triangles,"{'min_x': 0.025, 'max_x': 0.849048, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.247928}"
m236.obj,Humanoid,2841,5445,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.956304, 'min_z': 0.025, 'max_z': 0.262472}"
m237.obj,Humanoid,480,956,triangles,"{'min_x': 0.025, 'max_x': 0.925512, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.15042}"
m238.obj,Humanoid,559,880,triangles,"{'min_x': 0.025, 'max_x': 0.900705, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.201636}"
m239.obj,Humanoid,551,831,triangles,"{'min_x': 0.025, 'max_x': 0.73491, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.216618}"
m240.obj,Humanoid,716,1352,triangles,"{'min_x': 0.025, 'max_x': 0.903961, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.192413}"
m241.obj,Humanoid,589,874,triangles,"{'min_x': 0.025, 'max_x': 0.798532, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.336804}"
m242.obj,Humanoid,598,880,triangles,"{'min_x': 0.025, 'max_x': 0.868253, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.441164}"
m243.obj,Humanoid,568,857,triangles,"{'min_x': 0.025, 'max_x': 0.919047, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.202954}"
m244.obj,Humanoid,540,840,triangles,"{'min_x': 0.025, 'max_x': 0.873235, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.203622}"
m245.obj,Humanoid,574,862,triangles,"{'min_x': 0.025, 'max_x': 0.916742, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.184659}"
m246.obj,Humanoid,583,886,triangles,"{'min_x': 0.025, 'max_x': 0.793012, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.181295}"
m248.obj,Humanoid,518,897,triangles,"{'min_x': 0.025, 'max_x': 0.917266, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.171275}"
m249.obj,Humanoid,7970,15874,triangles,"{'min_x': 0.025, 'max_x': 0.731246, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.304967}"
m250.obj,Humanoid,10589,20349,triangles,"{'min_x': 0.025, 'max_x': 0.718992, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.185819}"
m251.obj,Humanoid,8077,16126,triangles,"{'min_x': 0.025, 'max_x': 0.742238, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.190046}"
m252.obj,Humanoid,9698,19304,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.970692, 'min_z': 0.025, 'max_z': 0.253422}"
m253.obj,Humanoid,11806,23197,triangles,"{'min_x': 0.025, 'max_x': 0.7175, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.24255}"
m254.obj,Humanoid,16082,31221,triangles,"{'min_x': 0.025, 'max_x': 0.674155, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.169338}"
m255.obj,Humanoid,16870,35325,triangles,"{'min_x': 0.025, 'max_x': 0.945165, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.180198}"
m256.obj,Humanoid,7303,14424,triangles,"{'min_x': 0.025, 'max_x': 0.55464, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.79986}"
m257.obj,Humanoid,372,721,triangles,"{'min_x': 0.025, 'max_x': 0.409814, 'min_y': 0.025, 'max_y': 0.899138, 'min_z': 0.025, 'max_z': 0.975}"
m258.obj,Humanoid,12410,24119,triangles,"{'min_x': 0.025, 'max_x': 0.683898, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.160636}"
m259.obj,Humanoid,402,728,triangles,"{'min_x': 0.025, 'max_x': 0.389217, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.618324}"
m260.obj,Humanoid,1068,2092,triangles,"{'min_x': 0.025, 'max_x': 0.442046, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.349292}"
m261.obj,Humanoid,481,895,triangles,"{'min_x': 0.025, 'max_x': 0.274933, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.347475}"
m262.obj,Humanoid,470,880,triangles,"{'min_x': 0.025, 'max_x': 0.274585, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.344233}"
m263.obj,Humanoid,478,899,triangles,"{'min_x': 0.025, 'max_x': 0.313418, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.528825}"
m264.obj,Humanoid,8798,17547,triangles,"{'min_x': 0.025, 'max_x': 0.335492, 'min_y': 0.025, 'max_y': 0.38114, 'min_z': 0.025, 'max_z': 0.975}"
m265.obj,Humanoid,16267,32530,triangles,"{'min_x': 0.025, 'max_x': 0.380248, 'min_y': 0.025, 'max_y': 0.825978, 'min_z': 0.025, 'max_z': 0.975}"
m266.obj,Humanoid,1092,2132,triangles,"{'min_x': 0.025, 'max_x': 0.31278, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.893268}"
D00081.obj,Insect,313,578,triangles,"{'min_x': -0.875191, 'max_x': 0.869178, 'min_y': -0.350645, 'max_y': 1.0443, 'min_z': -0.350236, 'max_z': 0.225886}"
D00082.obj,Insect,7162,12876,triangles,"{'min_x': -0.590599, 'max_x': 0.93829, 'min_y': -0.835046, 'max_y': 0.801546, 'min_z': -0.344072, 'max_z': 0.451949}"
D00102.obj,Insect,2572,5046,triangles,"{'min_x': -0.886803, 'max_x': 0.813473, 'min_y': -0.57891, 'max_y': 0.54971, 'min_z': -0.469734, 'max_z': 0.621806}"
D00109.obj,Insect,3288,5280,triangles,"{'min_x': -0.846761, 'max_x': 0.840154, 'min_y': -0.615379, 'max_y': 0.764062, 'min_z': -0.425006, 'max_z': 0.612028}"
D00117.obj,Insect,5090,9732,triangles,"{'min_x': -1.04016, 'max_x': 0.651547, 'min_y': -0.571054, 'max_y': 0.792275, 'min_z': -0.604933, 'max_z': 0.257883}"
D00136.obj,Insect,1384,2556,triangles,"{'min_x': -1.01657, 'max_x': 0.428487, 'min_y': -0.40694, 'max_y': 0.616101, 'min_z': -0.355477, 'max_z': 0.188065}"
D00160.obj,Insect,253,458,triangles,"{'min_x': -0.992786, 'max_x': 0.780602, 'min_y': -0.897329, 'max_y': 0.987547, 'min_z': -0.25135, 'max_z': 0.317913}"
D00180.obj,Insect,2572,5046,triangles,"{'min_x': -0.815003, 'max_x': 0.889184, 'min_y': -0.524205, 'max_y': 0.572469, 'min_z': -0.639429, 'max_z': 0.473308}"
D00231.obj,Insect,312,570,triangles,"{'min_x': -0.832333, 'max_x': 0.836597, 'min_y': -0.897677, 'max_y': 0.864382, 'min_z': -0.213491, 'max_z': 0.149852}"
D00291.obj,Insect,296,528,triangles,"{'min_x': -0.851002, 'max_x': 0.941974, 'min_y': -0.504469, 'max_y': 0.467634, 'min_z': -0.238823, 'max_z': 0.097135}"
D00294.obj,Insect,2056,3110,triangles,"{'min_x': -0.646123, 'max_x': 1.00737, 'min_y': -0.71144, 'max_y': 0.796623, 'min_z': -0.216035, 'max_z': 0.282581}"
D00309.obj,Insect,1551,2818,triangles,"{'min_x': -0.865085, 'max_x': 0.824746, 'min_y': -0.871184, 'max_y': 0.72272, 'min_z': -0.369866, 'max_z': 0.418842}"
D00315.obj,Insect,314,572,triangles,"{'min_x': -0.847541, 'max_x': 1.05471, 'min_y': -0.576315, 'max_y': 0.521783, 'min_z': -0.386991, 'max_z': 0.31821}"
D00333.obj,Insect,6007,11290,triangles,"{'min_x': -0.996985, 'max_x': 0.879448, 'min_y': -0.670121, 'max_y': 0.783971, 'min_z': -0.196507, 'max_z': 0.166298}"
D00399.obj,Insect,2763,5295,triangles,"{'min_x': -0.842466, 'max_x': 0.545133, 'min_y': -0.762766, 'max_y': 0.788803, 'min_z': -0.202458, 'max_z': 0.117258}"
D00430.obj,Insect,23399,46540,triangles,"{'min_x': -0.565133, 'max_x': 0.873837, 'min_y': -0.733305, 'max_y': 0.63008, 'min_z': -0.410588, 'max_z': 0.229497}"
D00510.obj,Insect,329,550,triangles,"{'min_x': -1.1402, 'max_x': 0.579229, 'min_y': -0.783654, 'max_y': 0.707175, 'min_z': -0.249673, 'max_z': 0.37224}"
D00590.obj,Insect,1430,2580,triangles,"{'min_x': -0.85955, 'max_x': 0.805471, 'min_y': -0.525911, 'max_y': 0.632315, 'min_z': -0.110485, 'max_z': 0.154002}"
D00615.obj,Insect,2546,5088,triangles,"{'min_x': -0.845745, 'max_x': 0.841217, 'min_y': -0.766987, 'max_y': 0.61171, 'min_z': -0.416725, 'max_z': 0.589214}"
D00662.obj,Insect,24324,41626,triangles,"{'min_x': -0.619204, 'max_x': 1.10955, 'min_y': -0.648371, 'max_y': 0.862876, 'min_z': -0.400845, 'max_z': 0.469449}"
D00668.obj,Insect,15305,30554,triangles,"{'min_x': -0.530873, 'max_x': 0.878667, 'min_y': -0.539442, 'max_y': 0.377408, 'min_z': -0.529794, 'max_z': 0.412703}"
D00672.obj,Insect,3334,5490,triangles,"{'min_x': -1.04573, 'max_x': 0.752024, 'min_y': -0.573711, 'max_y': 0.707397, 'min_z': -0.302292, 'max_z': 0.35025}"
D00695.obj,Insect,790,1500,triangles,"{'min_x': -0.579904, 'max_x': 0.86988, 'min_y': -0.511946, 'max_y': 0.491656, 'min_z': -0.243856, 'max_z': 0.114184}"
D00713.obj,Insect,1728,6808,triangles,"{'min_x': -0.891573, 'max_x': 0.743563, 'min_y': -0.858824, 'max_y': 0.436414, 'min_z': -0.272601, 'max_z': 0.582014}"
D00732.obj,Insect,12603,23932,triangles,"{'min_x': -0.925133, 'max_x': 0.772863, 'min_y': -0.900313, 'max_y': 0.605074, 'min_z': -0.320589, 'max_z': 0.48605}"
D00734.obj,Insect,1588,2976,triangles,"{'min_x': -0.824841, 'max_x': 0.858055, 'min_y': -0.809035, 'max_y': 0.811639, 'min_z': -0.329979, 'max_z': 0.313494}"
D00746.obj,Insect,4250,8324,triangles,"{'min_x': -0.855579, 'max_x': 0.842592, 'min_y': -0.590112, 'max_y': 0.768224, 'min_z': -0.371106, 'max_z': 0.348807}"
D00752.obj,Insect,12528,25000,triangles,"{'min_x': -0.774579, 'max_x': 0.895249, 'min_y': -0.823453, 'max_y': 0.683624, 'min_z': -0.287331, 'max_z': 0.289238}"
D00753.obj,Insect,10092,19952,triangles,"{'min_x': -0.631165, 'max_x': 0.889711, 'min_y': -0.383393, 'max_y': 0.413214, 'min_z': -0.353821, 'max_z': 0.468904}"
D00774.obj,Insect,1548,2980,triangles,"{'min_x': -0.916614, 'max_x': 0.931469, 'min_y': -0.589496, 'max_y': 0.632748, 'min_z': -0.153404, 'max_z': 0.40017}"
D00786.obj,Insect,2859,5358,triangles,"{'min_x': -1.0366, 'max_x': 0.704783, 'min_y': -0.470075, 'max_y': 0.480628, 'min_z': -0.506521, 'max_z': 0.194078}"
D00787.obj,Insect,562,972,triangles,"{'min_x': -1.03133, 'max_x': 0.943584, 'min_y': -0.269697, 'max_y': 0.241011, 'min_z': -0.015994, 'max_z': 0.015817}"
D00788.obj,Insect,6175,9662,triangles,"{'min_x': -0.845478, 'max_x': 0.733617, 'min_y': -0.578823, 'max_y': 0.667159, 'min_z': -0.404241, 'max_z': 0.467619}"
D00806.obj,Insect,309,578,triangles,"{'min_x': -0.821831, 'max_x': 0.662518, 'min_y': -0.734649, 'max_y': 0.720388, 'min_z': -0.381115, 'max_z': 0.449918}"
D00814.obj,Insect,1362,2628,triangles,"{'min_x': -0.755762, 'max_x': 0.717292, 'min_y': -0.639358, 'max_y': 0.717901, 'min_z': -0.114302, 'max_z': 0.167985}"
D00855.obj,Insect,299,554,triangles,"{'min_x': -1.04037, 'max_x': 0.758869, 'min_y': -0.754949, 'max_y': 0.651422, 'min_z': -0.202695, 'max_z': 0.334673}"
D00884.obj,Insect,24324,41626,triangles,"{'min_x': -0.604237, 'max_x': 1.04922, 'min_y': -0.664866, 'max_y': 0.802399, 'min_z': -0.381167, 'max_z': 0.461935}"
D00895.obj,Insect,4173,15702,triangles,"{'min_x': -0.983625, 'max_x': 0.707715, 'min_y': -0.625597, 'max_y': 0.430913, 'min_z': -0.731623, 'max_z': 0.388597}"
D00973.obj,Insect,7638,15145,triangles,"{'min_x': -1.03917, 'max_x': 0.795363, 'min_y': -0.701223, 'max_y': 0.418972, 'min_z': -0.30201, 'max_z': 0.466114}"
D00989.obj,Insect,313,588,triangles,"{'min_x': -0.710007, 'max_x': 1.06526, 'min_y': -0.6137, 'max_y': 0.655338, 'min_z': -0.172699, 'max_z': 0.227779}"
m0.obj,Insect,298,492,triangles,"{'min_x': 0.025, 'max_x': 0.642549, 'min_y': 0.025, 'max_y': 0.547541, 'min_z': 0.025, 'max_z': 0.975}"
m1.obj,Insect,255,410,triangles,"{'min_x': 0.025, 'max_x': 0.424855, 'min_y': 0.025, 'max_y': 0.384845, 'min_z': 0.025, 'max_z': 0.975}"
m10.obj,Insect,1362,2628,triangles,"{'min_x': 0.025, 'max_x': 0.894109, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.222438}"
m11.obj,Insect,368,724,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.50912, 'min_z': 0.025, 'max_z': 0.100962}"
m12.obj,Insect,278,500,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.377544, 'min_z': 0.025, 'max_z': 0.563472}"
m13.obj,Insect,491,1087,triangles,"{'min_x': 0.025, 'max_x': 0.553288, 'min_y': 0.025, 'max_y': 0.177515, 'min_z': 0.025, 'max_z': 0.975}"
m14.obj,Insect,891,1678,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.715939, 'min_z': 0.025, 'max_z': 0.773575}"
m15.obj,Insect,368,724,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.416924, 'min_z': 0.025, 'max_z': 0.503842}"
m16.obj,Insect,2666,5162,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.270136, 'min_z': 0.025, 'max_z': 0.718665}"
m17.obj,Insect,1548,2980,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.293822, 'min_z': 0.025, 'max_z': 0.654721}"
m18.obj,Insect,4250,8324,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.423912, 'min_z': 0.025, 'max_z': 0.786683}"
m19.obj,Insect,3339,5490,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.346508, 'min_z': 0.025, 'max_z': 0.635714}"
m2.obj,Insect,3495,6667,triangles,"{'min_x': 0.025, 'max_x': 0.61683, 'min_y': 0.025, 'max_y': 0.515443, 'min_z': 0.025, 'max_z': 0.975}"
m20.obj,Insect,1624,3042,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.418756, 'min_z': 0.025, 'max_z': 0.928792}"
m21.obj,Insect,346,556,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.524133, 'min_z': 0.025, 'max_z': 0.828255}"
m22.obj,Insect,333,620,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.42875, 'min_z': 0.025, 'max_z': 0.684062}"
m23.obj,Insect,462,876,triangles,"{'min_x': 0.025, 'max_x': 0.475631, 'min_y': 0.025, 'max_y': 0.425936, 'min_z': 0.025, 'max_z': 0.975}"
m24.obj,Insect,163,284,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.42875, 'min_z': 0.025, 'max_z': 0.85625}"
m25.obj,Insect,1249,2494,triangles,"{'min_x': 0.025, 'max_x': 0.817473, 'min_y': 0.025, 'max_y': 0.502402, 'min_z': 0.025, 'max_z': 0.975}"
m26.obj,Insect,5266,10274,triangles,"{'min_x': 0.025, 'max_x': 0.845772, 'min_y': 0.025, 'max_y': 0.424813, 'min_z': 0.025, 'max_z': 0.975}"
m3.obj,Insect,486,912,triangles,"{'min_x': 0.025, 'max_x': 0.931406, 'min_y': 0.025, 'max_y': 0.556332, 'min_z': 0.025, 'max_z': 0.975}"
m4.obj,Insect,4346,8216,triangles,"{'min_x': 0.025, 'max_x': 0.556745, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.332245}"
m6.obj,Insect,9184,17998,triangles,"{'min_x': 0.025, 'max_x': 0.668147, 'min_y': 0.025, 'max_y': 0.702228, 'min_z': 0.025, 'max_z': 0.975}"
m7.obj,Insect,265,506,triangles,"{'min_x': 0.025, 'max_x': 0.570829, 'min_y': 0.025, 'max_y': 0.577454, 'min_z': 0.025, 'max_z': 0.975}"
m8.obj,Insect,423,698,triangles,"{'min_x': 0.025, 'max_x': 0.478489, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.834222}"
m9.obj,Insect,557,894,triangles,"{'min_x': 0.025, 'max_x': 0.830435, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.482593}"
m1147.obj,Jet,1149,2320,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.33131, 'min_z': 0.025, 'max_z': 0.884672}"
m1149.obj,Jet,3003,5874,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.305634, 'min_z': 0.025, 'max_z': 0.769297}"
m1150.obj,Jet,622,1228,triangles,"{'min_x': 0.025, 'max_x': 0.743256, 'min_y': 0.025, 'max_y': 0.201238, 'min_z': 0.025, 'max_z': 0.975}"
m1151.obj,Jet,858,1660,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.267357, 'min_z': 0.025, 'max_z': 0.949829}"
m1152.obj,Jet,3726,6881,triangles,"{'min_x': 0.025, 'max_x': 0.922454, 'min_y': 0.025, 'max_y': 0.41384, 'min_z': 0.025, 'max_z': 0.975}"
m1153.obj,Jet,743,1478,triangles,"{'min_x': 0.025, 'max_x': 0.79127, 'min_y': 0.025, 'max_y': 0.364467, 'min_z': 0.025, 'max_z': 0.975}"
m1154.obj,Jet,520,1000,triangles,"{'min_x': 0.025, 'max_x': 0.849758, 'min_y': 0.025, 'max_y': 0.284141, 'min_z': 0.025, 'max_z': 0.975}"
m1155.obj,Jet,3680,5724,triangles,"{'min_x': 0.025, 'max_x': 0.816625, 'min_y': 0.025, 'max_y': 0.228519, 'min_z': 0.025, 'max_z': 0.975}"
m1156.obj,Jet,1335,2452,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.21293, 'min_z': 0.025, 'max_z': 0.832103}"
m1157.obj,Jet,1264,2088,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.70371, 'min_z': 0.025, 'max_z': 0.185832}"
m1158.obj,Jet,336,588,triangles,"{'min_x': 0.025, 'max_x': 0.908575, 'min_y': 0.025, 'max_y': 0.453995, 'min_z': 0.025, 'max_z': 0.975}"
m1159.obj,Jet,3726,6881,triangles,"{'min_x': 0.025, 'max_x': 0.922454, 'min_y': 0.025, 'max_y': 0.41384, 'min_z': 0.025, 'max_z': 0.975}"
m1161.obj,Jet,1486,1692,triangles,"{'min_x': 0.025, 'max_x': 0.931591, 'min_y': 0.025, 'max_y': 0.32614, 'min_z': 0.025, 'max_z': 0.975}"
m1162.obj,Jet,2960,5706,triangles,"{'min_x': 0.025, 'max_x': 0.830816, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.273857}"
m1163.obj,Jet,1014,2778,triangles,"{'min_x': 0.025, 'max_x': 0.931034, 'min_y': 0.025, 'max_y': 0.302749, 'min_z': 0.025, 'max_z': 0.975}"
m1165.obj,Jet,448,768,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.794583, 'min_z': 0.025, 'max_z': 0.271841}"
m1166.obj,Jet,349,772,triangles,"{'min_x': 0.025, 'max_x': 0.871807, 'min_y': 0.025, 'max_y': 0.252024, 'min_z': 0.025, 'max_z': 0.975}"
m1167.obj,Jet,2838,3992,triangles,"{'min_x': 0.025, 'max_x': 0.697772, 'min_y': 0.025, 'max_y': 0.283484, 'min_z': 0.025, 'max_z': 0.975}"
m1168.obj,Jet,500,1106,triangles,"{'min_x': 0.025, 'max_x': 0.651374, 'min_y': 0.025, 'max_y': 0.244231, 'min_z': 0.025, 'max_z': 0.975}"
m1169.obj,Jet,1198,2237,triangles,"{'min_x': 0.025, 'max_x': 0.663453, 'min_y': 0.025, 'max_y': 0.309501, 'min_z': 0.025, 'max_z': 0.975}"
m1171.obj,Jet,3110,5622,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.280738, 'min_z': 0.025, 'max_z': 0.736381}"
m1172.obj,Jet,1965,4928,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.770694, 'min_z': 0.025, 'max_z': 0.204025}"
m1173.obj,Jet,2572,4856,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.790161, 'min_z': 0.025, 'max_z': 0.261539}"
m1174.obj,Jet,281,552,triangles,"{'min_x': 0.025, 'max_x': 0.512874, 'min_y': 0.025, 'max_y': 0.217563, 'min_z': 0.025, 'max_z': 0.975}"
m1175.obj,Jet,2344,4592,triangles,"{'min_x': 0.025, 'max_x': 0.665258, 'min_y': 0.025, 'max_y': 0.321351, 'min_z': 0.025, 'max_z': 0.975}"
m1176.obj,Jet,213,642,triangles,"{'min_x': 0.025, 'max_x': 0.804891, 'min_y': 0.025, 'max_y': 0.220564, 'min_z': 0.025, 'max_z': 0.975}"
m1177.obj,Jet,507,1010,triangles,"{'min_x': 0.025, 'max_x': 0.857283, 'min_y': 0.025, 'max_y': 0.307677, 'min_z': 0.025, 'max_z': 0.975}"
m1178.obj,Jet,258,572,triangles,"{'min_x': 0.025, 'max_x': 0.468333, 'min_y': 0.025, 'max_y': 0.214472, 'min_z': 0.025, 'max_z': 0.975}"
m1179.obj,Jet,1203,1994,triangles,"{'min_x': 0.025, 'max_x': 0.609267, 'min_y': 0.025, 'max_y': 0.217744, 'min_z': 0.025, 'max_z': 0.975}"
m1180.obj,Jet,531,1058,triangles,"{'min_x': 0.025, 'max_x': 0.656849, 'min_y': 0.025, 'max_y': 0.231708, 'min_z': 0.025, 'max_z': 0.975}"
m1181.obj,Jet,412,816,triangles,"{'min_x': 0.025, 'max_x': 0.74921, 'min_y': 0.025, 'max_y': 0.23884, 'min_z': 0.025, 'max_z': 0.975}"
m1182.obj,Jet,179,354,triangles,"{'min_x': 0.025, 'max_x': 0.950143, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.248351}"
m1183.obj,Jet,520,780,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.826917, 'min_z': 0.025, 'max_z': 0.222658}"
m1184.obj,Jet,182,382,triangles,"{'min_x': 0.025, 'max_x': 0.510179, 'min_y': 0.025, 'max_y': 0.293601, 'min_z': 0.025, 'max_z': 0.975}"
